計畫年度,主持人姓名,執行機關,內容
113,丁永旭,國立臺北科技大學分子科學與工程系有機高分子碩、博士班,"計畫名稱：綠色鈣鈦礦太陽能電池中缺陷鈍化和界面工程功能化材料的研究成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：920,000元(各年度經費明細)計畫概述：對政府推動再生能源政策之效益提升中文關鍵字：電洞傳輸材料、雜環化合物、路易斯鹼基、兩性離子、鈣鈦礦太陽能電池。英文關鍵字：Hole transporting materials, heterocycles, Lewis base group, zwitterions, perovskite solar cells.中文摘要：鈣鈦礦太陽能電池（PSCs）正在革新光伏領域，展現出卓越的功率轉換效率和豐富的加工選擇。 PSCs的效率和壽命深受電洞傳輸材料（HTMs）設計的影響。在這項創新研究中，我們揭示了一種突破性的H...(詳)英文摘要：Perovskite solar cells (PSCs) are revolutionizing the field of photovoltaics, showcasing exceptional power conversion efficiencies and a remarkable range of processing options. The efficacy and lo...(詳)"
113,丁乃非,國立中央大學英美語文學系,"計畫名稱：隱形的照護 ─「外婆的新世界」與「私奔的外婆」成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,821,000元(各年度經費明細)計畫概述：How mass media (tv) and subcultural graphic fiction relate in/visible care as processes amidst a...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁健芳,國立臺灣大學生物機電工程學系,"計畫名稱：雷射誘發材料轉移製程應用於可撓性汗液偵測元件之開發成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,923,000元(各年度經費明細)計畫概述：本研究計畫旨在改善糖尿病患者對於血糖濃度監測的侵入式方法所產生的不適感，透過開發可撓性汗液感測元件來實現對汗液中葡萄糖濃度的長時間、非侵入式監測。此外，本研究計畫也針對感測元件進行表面改質，以...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁顥,國立成功大學工業與資訊管理學系（所）,"計畫名稱：基於生成式AI與遷移學習之自我提升能源基線預測系統成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：900,000元(各年度經費明細)計畫概述：學術面:建立適用於製造業之基於生成式AI與遷移學習之自我提升能源基線預測系統(SIEBP)，cGAN可增加預測模型的自適應性。TL減少人工設定參數的不確定性增加預測模型的廣泛應用性；社會應用面...(詳)中文關鍵字：能源管理系統、自我提升能源基線預測系統、風格生成對抗網路、遷移學習、長短期記憶網路、樣本自動增生英文關鍵字：Energy Management System (EMS), Self-Improving Energy Baseline Prediction (SIEBP), Style Generative Adversarial Network (StyleGAN), Transfer Learning (TL), Long Short-Term Memory (LSTM), Automated Sample Augmentation (ASA), Energy Baseline Prediction (EBP), and Data Preprocessing中文摘要：能源消耗為ISO 14064-1:2018所定義間接碳排放的主要來源之一，亦是製造業邁向2050淨零排放的關鍵挑戰。傳統能源管理系統(Energy Management System, EMS...(詳)英文摘要：Energy consumption is one of the major sources of indirect carbon emissions defined by ISO 14064-1:2018, and it represents a key challenge for the manufacturing industry in achieving net-zero emis...(詳)"
113,丁顥,國立臺南大學綠色能源科技學系（所）,"計畫名稱：固碳生物負碳裝置之智慧節能減碳調節系統(1/3)成果報告：此為多年期計畫，於全程計畫結束後公開成果報告執行起迄：2024/08/01~2025/07/31總核定金額：6,000,000元(各年度經費明細)計畫概述：(1)學術面: ESCRA系統為跨領域整合，包含橫跨人文領域的政策擬定、自然領域的微藻養殖，與工程領域的自動化智慧化系統整合。可促進各領域間交流合作並提升我國在節能減碳調控的學術研究水平。(2...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁照棣,國立臺灣大學生命科學系,"計畫名稱：模式生物資源中心成果報告：無電子檔執行起迄：2024/05/01~2025/07/31總核定金額：9,000,000元(各年度經費明細)計畫概述：為有效整合資源、節省人力和經費，並擴大對社群的服務，本計劃將運用最為廣泛的三種模式生物（果蠅、酵母菌和線蟲）整合為一個共同的生物資源中心。期盼這一百多個散佈在不同大學和研究機構的實驗室，能夠藉...(詳)中文關鍵字：線蟲、果蠅、酵母菌英文關鍵字：Caenorhabditis elegans, Drosophila melanogaster, Saccharomyces cerevisiae中文摘要：許多突破性的科學發展都是透過模式生物的研究完成。在台灣，有一百多個大學和研究機構的實驗室利用模式生物探討重要的生理機制和人類致病原因。為有效整合資源、節省經費，並擴大對社群的服務，本計劃整合果...(詳)英文摘要：Many scientific breakthroughs have been accomplished using model organisms, providing valuable insights into biological systems. In Taiwan, more than one hundred laboratories distributed in variou...(詳)"
113,丁照棣,國立臺灣大學生命科學系,"計畫名稱：紅果蠅孤雌生殖的分子機制與演化成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：4,875,000元(各年度經費明細)計畫概述：This project focuses on a fundenmental question of reproductive strategies. The knowledge learne...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁詩同,國立臺灣大學動物科學技術學系暨研究所,"計畫名稱：藉由調控卵黃囊膜CIDEA和FABP5基因表現增加VLDL分泌以改善家禽孵化率成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：4,980,000元(各年度經費明細)計畫概述：家禽孵化率的改善對家禽產業的影響很大，所以如果能夠改善特定家禽胚的發育，藉以改善孵化率，就能增進產業的收益。許多禽胚在最後一週因為營養分的轉移效率不足以支撐胚的發育，最後導致死亡，造成重大損失...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁慶榮,元智大學工業工程與管理學系（所）,"計畫名稱：雙資源限制彈性零工式生產排程問題之研究成果報告：執行起迄：2024/08/01~2025/09/30總核定金額：1,116,000元(各年度經費明細)計畫概述：雙資源限制排程問題對於同時需要人力與機台進行作業的產業是重要的議題，尤其國內餐飲集團在成立中央廚房後，大多仍以經驗法則進行生產排程，常造成人力排班沒效率而常要加班。本計畫是經與中央廚房廠長討論...(詳)中文關鍵字：雙資源限制、彈性零工式生產排程問題、中央廚房、粒子群最佳化演算法、變動鄰域搜尋英文關鍵字：Dual Resource Constrained, Flexible Job Shop Scheduling Problem, Central Kitchen, Particle Swarm Optimization, Variable Neighborhood Search中文摘要：傳統的彈性零工式生產排程問題(Flexible Job Shop Scheduling Problem, FJSP)只考慮機器資源，然而，機器和作業員代表了製造業中的產能資源，稱為雙資源限制(...(詳)英文摘要：The traditional flexible job shop scheduling problem (FJSP) only considers machine resource. However, machines and operators represent two constrained resources in the manufacturing system, called...(詳)"
113,丁玉良,國立臺灣師範大學科技應用與人力資源發展學系（所）,"計畫名稱：科普活動：運用生活經驗與機械手臂教授小學生邏輯與運算思維成果報告：執行起迄：2024/08/01~2025/04/30總核定金額：640,000元(各年度經費明細)計畫概述：教學主軸為運算思維中的步驟、序列概念。本系列課程旨在讓小學生學習科學的運算思維模式，並運用運算思維的概念來解決問題並與生活連結。教學設計是以生活經驗為出發，利用影片、圖卡、及機械手臂等多元媒介...(詳)中文關鍵字：機械手臂、 運算思維 、多模態與多元活動 、STEM英文關鍵字：Robotic arm, computational thinking, multi-modal and multi-activity, STEM中文摘要：本計畫旨在導入機械手臂應用，結合STEAM整合思考與科學思維，設計並推廣具創意的科普活動，融合學校生活科技教育，打造具實驗性與創新性的學習場域。透過此計畫，提升學生對科學與工程技術的學習興趣，...(詳)英文摘要：This project aims to integrate school life science and technology education, and create an experimental and innovative learning environment by introducing the application of robotic arms: combinin...(詳)"
113,丁玉良,國立臺灣師範大學科技應用與人力資源發展學系（所）,"計畫名稱：運用設計學習(Learning by Design)及教中學(Learning by Teaching)策略於大學生的STEM機電整合教具以學習系統觀成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：745,000元(各年度經費明細)計畫概述：延續前期計畫所產出的創新的自製STEM系統觀的教具及教材，本次針對大學生，在Learning by Design 與 Learning by Teaching兩種教學策略整合下，協助大學生自製...(詳)中文關鍵字：設計學習，教中學，STEM，系統觀，科技與工程教育英文關鍵字：Learning by Design, Learning by Teaching, STEM, concept of system, technology and engineering education中文摘要：以先前發展的STEM機電整合的教具，在教授系統觀之目標下，以結構-行為-功能理論，與八個層級的系統思考層級模型，引導小學生建構由簡單到複雜的科技的系統概念。例如，紅綠燈系統為程式控制之固定系統...(詳)英文摘要：Using the previously developed STEM electromechanical integration teaching aids, with the goal of teaching systems perspective, the structure-behavior-function theory and the eight-level system th...(詳)"
113,丁冠中,臺北榮民總醫院耳鼻喉頭頸部耳科,"計畫名稱：結合耳道式麥克風與人工智慧偵測中耳炎成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：2,190,000元(各年度經費明細)計畫概述：社會發展: 設計一個安全、方便使用的中耳炎診斷工具，達到醫療可近性。
經濟發展: 醫療可近性可減少醫療不必要浪費與支出。
學術發展: 臨床醫療與工程科學的跨領域合作。中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁育頡,國立臺灣大學環境工程學研究所,"計畫名稱：利用高時間分辨率採樣與反應室模擬探討大氣褐碳之形成機制及其物化與光學特性成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：5,100,000元(各年度經費明細)計畫概述：本計畫藉由高時間分辨率採樣分析解析褐碳(brown carbon, BrC)的光學特性、來源及物種組成的日變化與季節變化，並鑑定各污染源的BrC指標物，研究成果有助於評估空氣污染物的減量效益，...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,丁德興,國立屏東科技大學水產養殖系,"計畫名稱：珊瑚寄生性纖毛蟲與細菌疾病之鑑定以應用在規模化養殖與疾病防治之研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,370,000元(各年度經費明細)計畫概述：珊瑚疾病對全球珊瑚礁造成嚴重威脅，墾丁海域我們已發現四種纖毛蟲（Vorticella sp.、Euplotes sp.、Strombidium sulcatum、Philaster lucin...(詳)中文關鍵字：珊瑚纖毛蟲病、Glauconema sp.、治療、抗氧化酵素英文關鍵字：Coral ciliate disease, Glaucoma sp., treatment, antioxidant enzymes中文摘要：近年來，珊瑚疾病對珊瑚規模化養殖與全球珊瑚礁資源造成嚴重威脅。珊瑚纖毛蟲病的感染造成珊瑚在72h引起潰爛或死亡。本研究以探討在珊瑚大三角最北端的台灣墾丁海域珊瑚病灶中所發現的纖毛蟲，以進行純化...(詳)英文摘要：In recent years, coral diseases have posed serious threats to large-scale coral aquaculture and global coral reef resources. Corals infected with ciliate disease rapidly develop ulcerations or die...(詳)"
